EXER;IDENT;NDEPT;LBUDG;INSEE;CBUDG;CTYPE;CSTYP;NOMEN;siren;CREGI;CACTI;SECTEUR;FINESS;CODBUD1;CATEG;BAL;FONCTION;COMPTE;BEDEB;BECRE;OBNETDEB;OBNETCRE;ONBDEB;ONBCRE;OOBDEB;OOBCRE;SD;SC
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;;4728;0,00;0,00;0,00;0,00;368494,23;368433,04;0,00;0,00;61,19;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;;515;737201,37;0,00;0,00;0,00;5944858,95;5219580,71;0,00;0,00;1462479,61;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;;580;0,00;0,00;0,00;0,00;170333,85;170333,85;0,00;0,00;0,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;192;0,00;0,00;0,00;8000,00;0,00;0,00;0,00;8000,00;0,00;8000,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;2051;0,00;0,00;6353,76;0,00;0,00;0,00;0,00;0,00;6353,76;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;208;0,00;0,00;41908,78;0,00;0,00;0,00;0,00;0,00;41908,78;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;2181;0,00;0,00;67693,07;0,00;0,00;0,00;0,00;0,00;67693,07;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;2182;0,00;0,00;34664,00;0,00;0,00;0,00;0,00;0,00;34664,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;21838;0,00;0,00;67408,27;0,00;0,00;0,00;0,00;0,00;67408,27;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;21848;0,00;0,00;19155,80;0,00;0,00;0,00;0,00;0,00;19155,80;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;2188;0,00;0,00;11900,92;0,00;0,00;0,00;0,00;0,00;11900,92;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;2808;0,00;0,00;0,00;23689,45;0,00;0,00;0,00;23689,45;0,00;23689,45
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;28181;0,00;0,00;0,00;29147,15;0,00;0,00;0,00;29147,15;0,00;29147,15
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;28182;0,00;0,00;0,00;28608,67;0,00;0,00;0,00;28608,67;0,00;28608,67
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;281838;0,00;0,00;0,00;73509,17;0,00;0,00;0,00;73509,17;0,00;73509,17
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;281848;0,00;0,00;0,00;4416,43;0,00;0,00;0,00;4416,43;0,00;4416,43
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;28185;0,00;0,00;0,00;423,33;0,00;0,00;0,00;423,33;0,00;423,33
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;28188;0,00;0,00;0,00;2539,65;0,00;0,00;0,00;2539,65;0,00;2539,65
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;60611;0,00;0,00;3887,15;0,00;0,00;0,00;0,00;0,00;3887,15;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;60612;0,00;0,00;20117,16;0,00;0,00;0,00;0,00;0,00;20117,16;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;60622;0,00;0,00;5076,54;0,00;0,00;0,00;0,00;0,00;5076,54;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;60628;0,00;0,00;20257,91;0,00;0,00;0,00;0,00;0,00;20257,91;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;60631;0,00;0,00;6070,64;0,00;0,00;0,00;0,00;0,00;6070,64;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;60632;0,00;0,00;1754,64;0,00;0,00;0,00;0,00;0,00;1754,64;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6064;0,00;0,00;9566,82;0,00;0,00;0,00;0,00;0,00;9566,82;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6068;0,00;0,00;3819,56;0,00;0,00;0,00;0,00;0,00;3819,56;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;611;0,00;0,00;122422,13;0,00;0,00;0,00;0,00;0,00;122422,13;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6132;0,00;0,00;18000,00;0,00;0,00;0,00;0,00;0,00;18000,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6135;0,00;0,00;44565,35;0,00;0,00;0,00;0,00;0,00;44565,35;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;615221;0,00;0,00;13639,59;0,00;0,00;0,00;0,00;0,00;13639,59;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;615232;0,00;0,00;12778,98;0,00;0,00;0,00;0,00;0,00;12778,98;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;61551;0,00;0,00;9528,89;0,00;0,00;0,00;0,00;0,00;9528,89;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;61558;0,00;0,00;4607,78;0,00;0,00;0,00;0,00;0,00;4607,78;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6156;0,00;0,00;59110,28;0,00;0,00;0,00;0,00;0,00;59110,28;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6161;0,00;0,00;16232,66;0,00;0,00;0,00;0,00;0,00;16232,66;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;617;0,00;0,00;5464,49;0,00;0,00;0,00;0,00;0,00;5464,49;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6182;0,00;0,00;1684,24;0,00;0,00;0,00;0,00;0,00;1684,24;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6184;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6185;0,00;0,00;46,00;0,00;0,00;0,00;0,00;0,00;46,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6188;0,00;0,00;8125,49;0,00;0,00;0,00;0,00;0,00;8125,49;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6225;0,00;0,00;3683,06;0,00;0,00;0,00;0,00;0,00;3683,06;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;62261;0,00;0,00;88,80;0,00;0,00;0,00;0,00;0,00;88,80;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;62268;0,00;0,00;27065,98;0,00;0,00;0,00;0,00;0,00;27065,98;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6227;0,00;0,00;800,00;0,00;0,00;0,00;0,00;0,00;800,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6231;0,00;0,00;5833,44;0,00;0,00;0,00;0,00;0,00;5833,44;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6234;0,00;0,00;5966,70;0,00;0,00;0,00;0,00;0,00;5966,70;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6236;0,00;0,00;18046,86;0,00;0,00;0,00;0,00;0,00;18046,86;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6238;0,00;0,00;23738,50;0,00;0,00;0,00;0,00;0,00;23738,50;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6251;0,00;0,00;11149,16;0,00;0,00;0,00;0,00;0,00;11149,16;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6261;0,00;0,00;65831,48;0,00;0,00;0,00;0,00;0,00;65831,48;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6262;0,00;0,00;84376,92;0,00;0,00;0,00;0,00;0,00;84376,92;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6282;0,00;0,00;3022,90;0,00;0,00;0,00;0,00;0,00;3022,90;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6288;0,00;0,00;798,00;0,00;0,00;0,00;0,00;0,00;798,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6336;0,00;0,00;21269,84;0,00;0,00;0,00;0,00;0,00;21269,84;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6338;0,00;0,00;74158,00;0,00;0,00;0,00;0,00;0,00;74158,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;64111;0,00;0,00;89685,86;0,00;0,00;0,00;0,00;0,00;89685,86;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;64131;0,00;0,00;2271612,18;0,00;0,00;0,00;0,00;0,00;2271612,18;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6419;0,00;0,00;0,00;41294,70;0,00;0,00;0,00;0,00;0,00;41294,70
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6451;0,00;0,00;704294,01;0,00;0,00;0,00;0,00;0,00;704294,01;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6453;0,00;0,00;15132,32;0,00;0,00;0,00;0,00;0,00;15132,32;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6454;0,00;0,00;108324,51;0,00;0,00;0,00;0,00;0,00;108324,51;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6458;0,00;0,00;92443,75;0,00;0,00;0,00;0,00;0,00;92443,75;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6475;0,00;0,00;6594,09;0,00;0,00;0,00;0,00;0,00;6594,09;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6488;0,00;0,00;81312,00;0,00;0,00;0,00;0,00;0,00;81312,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;651123;0,00;0,00;273348,99;0,00;0,00;0,00;0,00;0,00;273348,99;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;673;0,00;0,00;4458,12;0,00;0,00;0,00;0,00;0,00;4458,12;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6761;0,00;0,00;8000,00;0,00;0,00;0,00;8000,00;0,00;8000,00;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;6811;0,00;0,00;162333,85;0,00;0,00;0,00;162333,85;0,00;162333,85;0,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;74718;0,00;0,00;0,00;1004848,00;0,00;0,00;0,00;0,00;0,00;1004848,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;7473;0,00;0,00;0,00;2520000,00;0,00;0,00;0,00;0,00;0,00;2520000,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;7475;0,00;0,00;0,00;110000,00;0,00;0,00;0,00;0,00;0,00;110000,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;747813;0,00;0,00;0,00;908000,00;0,00;0,00;0,00;0,00;0,00;908000,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;7478211;0,00;0,00;0,00;184590,00;0,00;0,00;0,00;0,00;0,00;184590,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;7478213;0,00;0,00;0,00;25758,99;0,00;0,00;0,00;0,00;0,00;25758,99
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;7588;0,00;0,00;0,00;38478,24;0,00;0,00;0,00;0,00;0,00;38478,24
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;7718;0,00;0,00;0,00;1855,20;0,00;0,00;0,00;0,00;0,00;1855,20
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;775;0,00;0,00;0,00;8000,00;0,00;0,00;0,00;0,00;0,00;8000,00
2018;13000009400016;104;GIPMDPH REUNION;997;1;421;90;M52;130000094;104;06;;;;SYND;DEF;52;7788;0,00;0,00;0,00;7775,60;0,00;0,00;0,00;0,00;0,00;7775,60
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;1068;0,00;103470,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;103470,04
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;110;0,00;495489,66;0,00;0,00;17658,34;0,00;0,00;0,00;0,00;477831,32
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;12;17658,34;0,00;0,00;0,00;0,00;17658,34;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;204132;62763,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62763,63;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;2051;55926,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;55926,83;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;2157;3008,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3008,59;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;2182;24303,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24303,36;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;21838;37027,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37027,25;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;21848;58871,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58871,96;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;2185;7945,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7945,83;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;2804132;0,00;15544,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15544,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;28051;0,00;31384,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31384,28
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;28157;0,00;2660,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2660,50
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;28182;0,00;24303,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24303,36
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;281838;0,00;23148,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23148,43
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;281848;0,00;50872,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50872,73
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;28185;0,00;7945,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7945,83
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;4011;0,00;0,00;0,00;0,00;202692,37;205710,29;0,00;0,00;0,00;3017,92
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;4041;0,00;0,00;0,00;0,00;6147,61;6147,61;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;408;0,00;119837,16;0,00;0,00;119837,16;34666,92;0,00;0,00;0,00;34666,92
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;4111;0,00;0,00;0,00;0,00;73,75;73,75;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;421;0,00;0,00;0,00;0,00;425237,95;425237,95;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;431;0,00;0,00;0,00;0,00;271202,00;271202,00;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;437;0,00;4861,28;0,00;0,00;80934,10;76072,82;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;44381;0,00;0,00;0,00;0,00;84698,61;84698,61;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;447;0,00;0,00;0,00;0,00;14923,78;14923,78;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;4486;0,00;0,00;0,00;0,00;0,00;100865,67;0,00;0,00;0,00;100865,67
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;46711;0,00;1253,15;0,00;0,00;53962,92;65100,51;0,00;0,00;0,00;12390,74
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;46721;252,56;0,00;0,00;0,00;22185,82;18070,65;0,00;0,00;4367,73;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;4686;0,00;11615,67;0,00;0,00;11615,67;3239,00;0,00;0,00;0,00;3239,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;47134;0,00;0,00;0,00;0,00;589923,20;589923,20;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;47138;0,00;63,48;0,00;0,00;1198211,92;1198148,44;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;4718;0,00;0,00;0,00;0,00;1805,28;1805,28;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;4728;0,00;0,00;0,00;0,00;88805,28;88805,28;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;515;624691,22;0,00;0,00;0,00;1209788,74;1221605,24;0,00;0,00;612874,72;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;;580;0,00;0,00;0,00;0,00;21200,30;21200,30;0,00;0,00;0,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;01;2804132;0,00;0,00;0,00;4183,00;0,00;0,00;0,00;4183,00;0,00;4183,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;01;28051;0,00;0,00;0,00;9760,32;0,00;0,00;0,00;9760,32;0,00;9760,32
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;01;28157;0,00;0,00;0,00;348,09;0,00;0,00;0,00;348,09;0,00;348,09
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;01;281838;0,00;0,00;217,56;4946,00;0,00;0,00;217,56;4946,00;0,00;4728,44
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;01;281848;0,00;0,00;0,00;1745,33;0,00;0,00;0,00;1745,33;0,00;1745,33
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;01;6811;0,00;0,00;20982,74;0,00;0,00;0,00;20982,74;0,00;20982,74;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;01;7811;0,00;0,00;0,00;217,56;0,00;0,00;0,00;217,56;0,00;217,56
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;0201;6475;0,00;0,00;1200,00;0,00;0,00;0,00;0,00;0,00;1200,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;2051;0,00;0,00;2161,69;0,00;0,00;0,00;0,00;0,00;2161,69;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;21838;0,00;0,00;1624,08;0,00;0,00;0,00;0,00;0,00;1624,08;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;21848;0,00;0,00;2361,84;0,00;0,00;0,00;0,00;0,00;2361,84;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;60611;0,00;0,00;481,30;0,00;0,00;0,00;0,00;0,00;481,30;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;60612;0,00;0,00;3761,07;0,00;0,00;0,00;0,00;0,00;3761,07;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;60622;0,00;0,00;2000,00;0,00;0,00;0,00;0,00;0,00;2000,00;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;60623;0,00;0,00;176,73;0,00;0,00;0,00;0,00;0,00;176,73;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;60631;0,00;0,00;399,45;0,00;0,00;0,00;0,00;0,00;399,45;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;6064;0,00;0,00;5491,62;0,00;0,00;0,00;0,00;0,00;5491,62;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;6135;0,00;0,00;5863,77;0,00;0,00;0,00;0,00;0,00;5863,77;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;61551;0,00;0,00;1110,30;0,00;0,00;0,00;0,00;0,00;1110,30;0,00
2018;13000011000010;047;GIPMDPH LOT-ET-GARONNE;984;1;421;90;M52;130000110;075;38;;;;SYND;DEF;52;61558;0,00;0,00;202,03;0,00;0,00;0,00;0,00;0,00;202,03;0,00
